Name,IDfg,Age,Team,xwOBA,xSLG,xBA,Barrel%,HardHit%,K%,BB%,BABIP,SwStr%,wRC+,HR/FB,GB%,FB%,Pull%,Spd,HR,RBI,R,SB,AVG,OBP,SLG,wOBA,proj_PA,xwOBA_rank
Paul DeJong,18015,32,WSN,0.2783,0.3752,0.2079,0.0945,0.3898,0.3237,0.0524,0.287,0.1814,81.5796,0.1408,0.3248,0.4591,0.4458,2.9958,14.052,40.783,38.794,2.343,0.22,0.269,0.389,0.284,324,549.0
Alan Trejo,20056,28,COL,0.278,0.341,0.231,0.044,0.226,0.225,0.07,0.286,0.099,58.0,0.075,0.408,0.338,0.472,4.3,3.92,26.0,24.0,4.6,0.232,0.288,0.343,0.277,227,550.5
Jose Azocar,18821,27,SDP,0.278,0.33,0.243,0.025,0.306,0.204,0.056,0.327,0.118,81.0,0.0,0.494,0.292,0.238,5.9,0.0,10.0,24.0,4.8,0.257,0.298,0.332,0.278,216,550.5
Isiah Kiner-Falefa,16512,31,- - -,0.2774,0.3291,0.2491,0.0191,0.2998,0.1659,0.0431,0.307,0.0607,82.2002,0.0483,0.5259,0.2611,0.3725,5.4389,4.242,41.087,48.154,11.249,0.261,0.302,0.348,0.287,457,552.0
Austin Barnes,12158,35,LAD,0.2773,0.3072,0.2186,0.0266,0.295,0.2175,0.093,0.2847,0.0849,70.1935,0.0506,0.4864,0.3212,0.3974,3.3362,1.94,12.997,15.661,1.594,0.225,0.302,0.292,0.27,177,553.0
Jonny DeLuca,26365,26,TBR,0.277,0.327,0.229,0.039,0.28,0.213,0.066,0.265,0.115,77.0,0.057,0.372,0.424,0.455,6.3,5.94,31.0,29.0,16.0,0.217,0.278,0.331,0.269,362,554.0
Jonathan Schoop,11265,32,DET,0.2769,0.3466,0.228,0.0442,0.386,0.2265,0.06,0.2589,0.1432,55.1184,0.044,0.4576,0.3434,0.3976,3.1299,5.243,23.417,32.477,2.012,0.207,0.257,0.298,0.247,241,555.0
Santiago Espinal,19997,31,CIN,0.2768,0.3225,0.2447,0.0137,0.2615,0.1286,0.0647,0.2751,0.062,70.3138,0.0353,0.4124,0.3744,0.3897,3.0792,3.558,29.844,30.189,4.283,0.247,0.298,0.321,0.275,343,556.5
Thairo Estrada,16426,30,COL,0.2768,0.3483,0.235,0.0434,0.3194,0.1935,0.0367,0.2854,0.103,79.4223,0.0952,0.4814,0.3315,0.4723,4.3386,8.94,42.701,44.618,8.322,0.246,0.284,0.377,0.287,315,556.5
Riley Adams,19864,30,WSN,0.2766,0.3528,0.2102,0.0955,0.5012,0.3641,0.0649,0.2935,0.1433,66.6404,0.154,0.4639,0.3335,0.449,2.7603,6.759,22.769,24.791,0.659,0.2,0.264,0.335,0.265,243,558.0
Tucupita Marcano,22871,24,PIT,0.2761,0.349,0.2302,0.0444,0.3116,0.178,0.0473,0.2661,0.0754,65.2509,0.0478,0.4084,0.388,0.3782,5.2269,2.705,16.943,16.423,4.366,0.227,0.272,0.345,0.27,209,559.0
Jake Mangum,26202,30,TBR,0.276,0.336,0.251,0.026,0.332,0.15,0.044,0.345,0.105,95.0,0.041,0.612,0.218,0.265,5.2,2.82,40.0,37.0,22.68,0.296,0.33,0.368,0.307,428,560.5
Yohel Pozo,18848,29,STL,0.276,0.357,0.246,0.022,0.353,0.131,0.042,0.239,0.115,76.0,0.086,0.388,0.417,0.439,1.3,4.8,19.0,16.0,0.0,0.231,0.262,0.375,0.275,168,560.5
Jose Trevino,16725,33,CIN,0.2759,0.3447,0.2303,0.0452,0.3774,0.1451,0.0584,0.2477,0.0765,71.8893,0.0773,0.4629,0.355,0.4198,2.0284,4.936,24.454,27.96,0.304,0.23,0.275,0.35,0.274,261,562.0
Nick Pratto,22117,25,KCR,0.2758,0.3341,0.1996,0.0876,0.4109,0.3945,0.087,0.3674,0.1436,80.1495,0.1153,0.3606,0.3908,0.4029,2.1047,6.86,32.757,30.757,0.85,0.225,0.302,0.358,0.291,304,563.0
Kevin Plawecki,13807,32,- - -,0.275,0.316,0.228,0.0,0.377,0.172,0.075,0.265,0.089,60.0,0.022,0.474,0.336,0.384,1.3,0.9,13.0,15.0,0.0,0.22,0.286,0.286,0.259,186,567.0
Gilberto Celestino,20233,24,MIN,0.275,0.303,0.222,0.025,0.343,0.222,0.092,0.31,0.094,81.0,0.045,0.603,0.188,0.314,3.8,1.94,24.0,30.0,4.0,0.238,0.313,0.302,0.28,347,567.0
Warming Bernabel,26536,24,COL,0.275,0.339,0.249,0.026,0.325,0.171,0.048,0.282,0.109,78.0,0.091,0.421,0.386,0.447,3.7,3.88,14.0,15.0,1.0,0.252,0.288,0.41,0.301,146,567.0
Yuli Gurriel,19198,40,MIA,0.275,0.3265,0.2365,0.019,0.3516,0.1307,0.0686,0.2698,0.0658,79.3456,0.0379,0.4066,0.4193,0.3734,4.6167,4.06,36.665,39.806,3.292,0.244,0.298,0.359,0.286,393,567.0
Esteury Ruiz,21780,25,OAK,0.275,0.324,0.234,0.025,0.196,0.199,0.04,0.315,0.118,85.0,0.05,0.481,0.298,0.394,6.5,4.9,47.0,47.0,67.0,0.254,0.309,0.345,0.29,497,567.0
Maikel Franco,12179,30,WSN,0.275,0.363,0.243,0.047,0.344,0.193,0.031,0.262,0.138,66.0,0.084,0.445,0.358,0.468,2.0,8.46,39.0,31.0,0.84,0.229,0.255,0.342,0.261,388,567.0
Hunter Feduccia,23372,29,- - -,0.275,0.281,0.188,0.082,0.328,0.276,0.143,0.213,0.119,39.0,0.0,0.443,0.377,0.328,2.7,0.0,8.0,5.0,0.88,0.148,0.267,0.205,0.226,105,567.0
Zack Gelof,29766,26,ATH,0.2747,0.363,0.1979,0.0994,0.3998,0.3498,0.0726,0.3058,0.1793,83.7628,0.1527,0.4215,0.3746,0.469,5.8056,13.528,37.918,47.219,18.407,0.216,0.276,0.374,0.283,278,571.0
Javier Baez,12979,33,DET,0.274,0.3605,0.2278,0.0603,0.3949,0.2424,0.0334,0.286,0.1594,71.4601,0.0942,0.4719,0.3517,0.4319,5.5345,9.254,54.251,50.382,5.425,0.233,0.266,0.36,0.272,422,572.0
Christian Vazquez,9774,35,MIN,0.273,0.3353,0.2233,0.0378,0.3244,0.1926,0.0619,0.2512,0.0876,62.0247,0.063,0.3999,0.4031,0.3773,2.4282,4.639,25.685,25.81,1.062,0.215,0.269,0.312,0.258,281,574.5
Tommy La Stella,12371,34,SFG,0.273,0.348,0.232,0.02,0.32,0.154,0.056,0.272,0.064,78.0,0.036,0.405,0.359,0.405,1.3,1.72,14.0,17.0,0.0,0.239,0.282,0.35,0.277,195,574.5
Eduardo Escobar,6153,35,- - -,0.273,0.3569,0.2165,0.0587,0.328,0.2468,0.0639,0.2842,0.1314,80.0204,0.0907,0.3838,0.4067,0.4609,4.5514,9.379,45.02,41.593,0.808,0.231,0.279,0.376,0.283,367,574.5
Robert Hassell III,27482,24,WSN,0.273,0.369,0.226,0.081,0.407,0.301,0.039,0.311,0.137,58.0,0.079,0.523,0.288,0.378,4.9,2.91,18.0,22.0,4.0,0.223,0.257,0.315,0.252,206,574.5
Tyler Heineman,13897,35,TOR,0.2729,0.2933,0.2186,0.0284,0.2138,0.1691,0.0664,0.331,0.0908,112.7778,0.0507,0.3717,0.4558,0.3853,5.3667,2.24,18.778,24.0,1.209,0.281,0.352,0.4,0.331,174,577.0
David Hamilton,27531,28,BOS,0.2726,0.3382,0.2191,0.058,0.3002,0.2471,0.068,0.2754,0.0985,77.1788,0.1048,0.3848,0.4102,0.4199,7.8484,6.87,23.547,37.105,25.353,0.223,0.28,0.364,0.283,241,579.0
Rodolfo Castro,21987,25,- - -,0.2726,0.3398,0.1949,0.0751,0.3507,0.2829,0.0871,0.284,0.1473,77.239,0.1434,0.5424,0.3124,0.5007,2.8036,7.182,24.797,22.063,2.063,0.217,0.298,0.35,0.287,262,579.0
Jacob Stallings,13723,36,- - -,0.2726,0.3202,0.2036,0.0477,0.332,0.2545,0.0805,0.2681,0.1217,61.182,0.0691,0.4679,0.3587,0.4138,1.4791,3.745,24.523,20.973,0.0,0.206,0.286,0.318,0.27,215,579.0
Luke Maile,13355,34,CIN,0.2724,0.3251,0.199,0.0648,0.2817,0.2931,0.0797,0.2794,0.1127,66.3853,0.0895,0.4176,0.3607,0.4324,2.5876,3.138,15.631,12.856,1.182,0.205,0.288,0.314,0.271,175,581.0
Luis Gonzalez,20332,27,SFG,0.272,0.314,0.217,0.025,0.32,0.214,0.086,0.316,0.1,95.0,0.047,0.456,0.373,0.295,5.2,4.0,36.0,31.0,9.6,0.254,0.323,0.36,0.302,350,583.5
